date      open    close     volume
                                       
2013-01-02   63.2900   63.630   137300.0
2013-01-03   63.5400   63.120   163100.0
2013-01-04   63.3500   62.940   140800.0
2013-01-07   62.9000   63.560   120500.0
2013-01-08   63.4200   64.640    95700.0
2013-01-09   64.5800   65.140    50300.0
2013-01-10   65.2200   65.100    62200.0
2013-01-11   65.2100   65.250    37100.0
2013-01-14   65.2100   65.140    41500.0
2013-01-15   65.0200   65.210    80300.0
2013-01-16   65.2000   64.760   142900.0
2013-01-17   64.9400   65.270    28100.0
2013-01-18   65.3100   65.060    27700.0
2013-01-22   65.4700   65.480    66600.0
2013-01-23   65.5500   65.490    43200.0
2013-01-24   65.4200   65.990    63600.0
2013-01-25   66.1600   66.330    72600.0
2013-01-28   66.2900   66.680    49100.0
2013-01-29   66.6800   66.830    34200.0
2013-01-30   66.9100   66.910    58300.0
2013-01-31   67.0000   67.690    76000.0
2013-02-01   67.8500   68.050    30100.0
2013-02-04   67.8500   67.440    56100.0
2013-02-05   67.7300   67.620    38500.0
2013-02-06   67.5400   67.940    38300.0
2013-02-07   67.9200   67.390    53400.0
2013-02-08   67.3300   68.040    23100.0
2013-02-11   68.1400   68.360    14400.0
2013-02-12   68.2400   68.160    24700.0
2013-02-13   68.0900   68.450    31100.0
2013-02-14   68.2200   69.450    60700.0
2013-02-15   69.5000   70.550    53500.0
2013-02-19   70.4800   69.840   161500.0
2013-02-20   69.7000   69.780    84200.0
2013-02-21   69.5200   68.590    32300.0
2013-02-22   68.7700   68.900    27500.0
2013-02-25   68.9900   68.030    36500.0
2013-02-26   68.1000   67.770    52900.0
2013-02-27   67.7000   68.600    57000.0
2013-02-28   68.6100   68.580   119900.0
2013-03-01   68.3700   68.770    46500.0
2013-03-04   68.4200   68.590    49800.0
2013-03-05   68.7800   69.410    29200.0
2013-03-06   69.4600   69.400    36900.0
2013-03-07   69.2000   69.170    65600.0
2013-03-08   69.3000   69.060    48300.0
2013-03-11   68.8100   69.530    58900.0
2013-03-12   69.5600   69.560    70100.0
2013-03-13   69.3600   69.880    47600.0
2013-03-14   69.5200   69.930   100900.0
2013-03-15   69.6400   69.870    55200.0
2013-03-18   69.1200   69.210    36400.0
2013-03-19   69.1600   69.400    25100.0
2013-03-20   69.4500   69.760    47700.0
2013-03-21   69.5700   68.950    42200.0
2013-03-22   69.1000   69.670    52600.0
2013-03-25   69.4600   68.930    39100.0
2013-03-26   68.9900   68.930    59100.0
2013-03-27   68.4600   69.010    36600.0
2013-03-28   69.0100   69.920    95200.0
2013-04-01   69.5100   69.610    69700.0
2013-04-02   69.7900   69.870    77300.0
2013-04-03   69.8100   68.650    38200.0
2013-04-04   68.7800   68.000    42300.0
2013-04-05   67.2900   67.120    53500.0
2013-04-08   67.0300   67.320    37100.0
2013-04-09   67.3000   66.320    49400.0
2013-04-10   66.3100   66.930    65200.0
2013-04-11   66.7400   66.970    33100.0
2013-04-12   66.7000   66.940    31300.0
2013-04-15   66.3800   65.360    30800.0
2013-04-16   65.7800   64.160    53300.0
2013-04-17   63.7800   64.220    34500.0
2013-04-18   64.5600   63.890    24100.0
2013-04-19   64.0000   63.580    34300.0
2013-04-22   63.6500   64.210    20000.0
2013-04-23   64.5100   64.340    16900.0
2013-04-24   64.1900   63.850    23600.0
2013-04-25   63.9700   64.690    35200.0
2013-04-26   64.7500   65.700    49000.0
2013-04-29   65.6300   65.850    42100.0
2013-04-30   65.6300   66.010    41500.0
2013-05-01   66.0900   65.830    25500.0
2013-05-02   66.0200   65.970    36200.0
2013-05-03   66.5300   67.380    47300.0
2013-05-06   67.3000   67.030    47100.0
2013-05-07   67.2800   66.920    35400.0
2013-05-08   66.9800   66.970    50100.0
2013-05-09   66.8900   66.950    38700.0
2013-05-10   67.0300   68.860    59600.0
2013-05-13   68.7700   69.780    63000.0
2013-05-14   69.9900   69.990    49400.0
2013-05-15   69.6100   70.610    53900.0
2013-05-16   70.5200   70.290   200500.0
2013-05-17   70.1000   70.610    62500.0
2013-05-20   70.5200   70.710    41900.0
2013-05-21   70.8000   70.560    66900.0
2013-05-22   70.2500   69.680   174300.0
