date      open    close      volume
                                        
2013-01-02   36.3700   35.820   2460900.0
2013-01-03   35.6100   36.120   2271100.0
2013-01-04   36.2800   35.740   2228900.0
2013-01-07   35.6200   35.350   2372900.0
2013-01-08   35.2600   35.380   2953400.0
2013-01-09   35.6000   35.680   1728300.0
2013-01-10   35.9800   37.070   5557800.0
2013-01-11   37.1600   36.890   2704400.0
2013-01-14   36.8300   36.560   1791000.0
2013-01-15   36.6200   37.210   1993000.0
2013-01-16   37.2100   37.570   2043200.0
2013-01-17   37.8800   37.940   1747000.0
2013-01-18   38.1500   39.010   3177500.0
2013-01-22   39.0500   38.870   1640100.0
2013-01-23   38.9000   38.120   2370800.0
2013-01-24   38.2000   38.450   1873900.0
2013-01-25   37.4200   37.310   7321900.0
2013-01-28   37.2700   37.020   3041900.0
2013-01-29   36.9800   37.220   1108100.0
2013-01-30   37.3500   37.240   2551300.0
2013-01-31   37.2100   37.370   1749700.0
2013-02-01   37.6900   37.650   1555400.0
2013-02-04   37.4300   37.430   1379100.0
2013-02-05   37.7300   37.890   1055500.0
2013-02-06   37.8000   38.170   1506600.0
2013-02-07   38.9900   38.720   1806900.0
2013-02-08   38.8600   39.840   2649100.0
2013-02-11   40.0400   39.690   3309100.0
2013-02-12   39.7900   39.890   2206600.0
2013-02-13   40.2300   40.420   2341400.0
2013-02-14   40.2400   40.880   2162000.0
2013-02-15   40.9900   40.530   1925000.0
2013-02-19   40.7300   40.910   1749500.0
2013-02-20   41.0400   41.120   1427600.0
2013-02-21   41.6200   41.120   1639800.0
2013-02-22   41.3500   41.130   1164900.0
2013-02-25   41.3300   40.110   2403900.0
2013-02-26   40.1400   40.050   1460500.0
2013-02-27   40.0100   40.520   1515200.0
2013-02-28   40.4300   40.020   1494600.0
2013-03-01   40.1000   40.110   2154700.0
2013-03-04   40.0100   40.080   1433400.0
2013-03-05   40.2900   40.700   1031600.0
2013-03-06   40.7000   40.950   1664100.0
2013-03-07   40.9100   41.060    930300.0
2013-03-08   41.3000   41.670    778700.0
2013-03-11   41.6800   42.280   1459100.0
2013-03-12   42.0500   42.150   1008400.0
2013-03-13   41.5500   41.810   1197700.0
2013-03-14   42.0000   42.230    910300.0
2013-03-15   42.0400   42.380   1271900.0
2013-03-18   42.0600   42.220    637200.0
2013-03-19   42.4100   41.830    962700.0
2013-03-20   42.0200   42.241    730400.0
2013-03-21   42.1900   42.890   1152500.0
2013-03-22   42.9300   43.840   1809900.0
2013-03-25   43.9700   43.670   1376200.0
