date    open  close     volume
                                   
2014-04-16  27.000  26.15  4441800.0
2014-04-17  26.230  26.09   299300.0
2014-04-21  26.140  25.95   142400.0
2014-04-22  26.000  26.25   365700.0
2014-04-23  26.090  26.88   158800.0
2014-04-24  27.000  27.77   104400.0
2014-04-25  27.700  26.96   140300.0
2014-04-28  26.870  27.00   111500.0
2014-04-29  27.000  26.95    57600.0
2014-04-30  26.900  26.56   154300.0
2014-05-01  26.400  26.73   102400.0
2014-05-02  26.580  26.87   307200.0
2014-05-05  26.930  26.67   132400.0
2014-05-06  26.470  26.44    38900.0
2014-05-07  26.400  26.73    58200.0
2014-05-08  26.910  26.29    84400.0
2014-05-09  26.200  27.55   109800.0
2014-05-12  27.660  28.00   265600.0
2014-05-13  28.360  29.50   119300.0
2014-05-14  29.510  29.23    88200.0
2014-05-15  29.000  29.15   118600.0
2014-05-16  29.150  29.25    51000.0
2014-05-19  29.080  29.98    96300.0
2014-05-20  30.000  29.71    77400.0
2014-05-21  29.660  30.10   105600.0
2014-05-22  30.210  30.30   117000.0
2014-05-23  30.490  30.24    26200.0
2014-05-27  30.260  30.37    54800.0
2014-05-28  30.400  30.28    50800.0
2014-05-29  30.450  30.43    74600.0
2014-05-30  30.360  31.46   113500.0
2014-06-02  31.670  31.28    78900.0
2014-06-03  31.180  32.20   259700.0
2014-06-04  32.120  32.28   133100.0
2014-06-05  32.180  32.41    97600.0
2014-06-06  32.410  32.76   130300.0
2014-06-09  32.810  33.51   173700.0
2014-06-10  33.500  33.33   140800.0
2014-06-11  33.330  33.32   106500.0
2014-06-12  33.470  34.24   195900.0
2014-06-13  34.170  34.10   129400.0
2014-06-16  34.060  34.07   140300.0
2014-06-17  33.405  34.10   183500.0
2014-06-18  34.310  33.61   187700.0
2014-06-19  33.650  33.81   120500.0
2014-06-20  33.770  34.33   495400.0
2014-06-23  34.190  35.53   126600.0
2014-06-24  35.670  34.99   152200.0
2014-06-25  34.740  34.37   106900.0
2014-06-26  34.550  34.55   107800.0
2014-06-27  34.490  33.20   647400.0
2014-06-30  33.340  33.61   194000.0
2014-07-01  33.650  33.60    89600.0
2014-07-02  33.620  33.71   126200.0
2014-07-03  33.870  33.63    47200.0
2014-07-07  33.560  32.71    88600.0
2014-07-08  32.660  31.35   140500.0
2014-07-09  31.410  30.85    82700.0
2014-07-10  30.700  30.61   163900.0
2014-07-11  30.720  30.32   128000.0
2014-07-14  30.550  30.42    79200.0
2014-07-15  30.340  30.63   150700.0
2014-07-16  30.870  30.83   162900.0
2014-07-17  30.770  30.56   203500.0
2014-07-18  30.440  31.47   168300.0
2014-07-21  31.500  32.86   213100.0
2014-07-22  33.130  33.61   149200.0
2014-07-23  33.540  33.90    66600.0
2014-07-24  34.150  34.58    99700.0
2014-07-25  34.460  33.81    73700.0
2014-07-28  33.380  33.10   137600.0
2014-07-29  33.270  32.76   124700.0
2014-07-30  33.010  34.08    96700.0
2014-07-31  33.710  34.06   131900.0
2014-08-01  34.120  34.05   122800.0
2014-08-04  34.310  34.16    80800.0
2014-08-05  34.300  33.92   127400.0
2014-08-06  33.840  33.96    59300.0
2014-08-07  34.180  33.82    75500.0
2014-08-08  33.680  34.01    34100.0
2014-08-11  34.640  34.08    42300.0
2014-08-12  33.950  34.24    45200.0
2014-08-13  34.470  35.06   263900.0
2014-08-14  35.120  34.86   103700.0
2014-08-15  35.050  34.96    66800.0
2014-08-18  35.080  34.87   105900.0
2014-08-19  34.980  34.36    44800.0
2014-08-20  34.320  33.49    79700.0
2014-08-21  33.410  34.05    85000.0
2014-08-22  34.100  34.07    36800.0
2014-08-25  34.230  34.24    57200.0
2014-08-26  34.390  34.92    33200.0
2014-08-27  35.470  35.06    20000.0
2014-08-28  35.000  35.16    49200.0
2014-08-29  35.210  36.29    63600.0
2014-09-02  36.560  35.90    76500.0
2014-09-03  36.300  35.15    68600.0
2014-09-04  35.390  34.97    58500.0
2014-09-05  34.820  35.12   100300.0
2014-09-08  35.000  34.77    32800.0
2014-09-09  34.630  34.15    36400.0
2014-09-10  34.160  34.18    92200.0
2014-09-11  33.960  35.16    57900.0
2014-09-12  35.160  34.83    28000.0
2014-09-15  34.372  33.93    45300.0
2014-09-16  33.820  34.58    13000.0
2014-09-17  34.690  35.10    43600.0
2014-09-18  35.370  35.57    24100.0
2014-09-19  35.580  35.05    87300.0
2014-09-22  34.850  34.14    68988.0
2014-09-23  34.100  34.20    66629.0
2014-09-24  34.030  34.30    40543.0
2014-09-25  34.200  34.12    27473.0
2014-09-26  34.140  34.24    11333.0
2014-09-29  33.820  33.78    22909.0
2014-09-30  34.230  34.15    65416.0
2014-10-01  34.020  33.98    42427.0
2014-10-02  33.940  34.47    42215.0
2014-10-03  34.870  34.36    37665.0
2014-10-06  34.580  33.86    18205.0
2014-10-07  33.810  33.24    31070.0
2014-10-08  33.040  33.66    36944.0
2014-10-09  33.480  31.89    79501.0
2014-10-10  31.740  31.04    60093.0
2014-10-13  31.100  30.88    37525.0
2014-10-14  31.090  31.52    40133.0
2014-10-15  30.940  30.79    55530.0
2014-10-16  30.330  30.90    59404.0
2014-10-17  31.360  30.71    36441.0
2014-10-20  30.390  30.19    53008.0
2014-10-21  30.250  30.31   108459.0
2014-10-22  30.400  30.14    73468.0
2014-10-23  30.240  30.12   212917.0
2014-10-24  30.060  31.27    52084.0
2014-10-27  31.170  31.08    26257.0
2014-10-28  31.190  30.79    81422.0
2014-10-29  30.760  31.33    58115.0
2014-10-30  33.000  33.50   106298.0
2014-10-31  34.330  34.16    88917.0
2014-11-03  34.150  34.60    81714.0
2014-11-04  34.670  34.60    45740.0
2014-11-05  34.840  34.15   133907.0
2014-11-06  33.590  33.35    58450.0
2014-11-07  33.380  34.35    84436.0
2014-11-10  33.970  33.42    81769.0
2014-11-11  33.690  34.95    74251.0
2014-11-12  35.000  34.34    53798.0
2014-11-13  34.350  35.09    80409.0
2014-11-14  35.160  35.01   129290.0
2014-11-17  34.940  34.22    36537.0
2014-11-18  33.120  31.86   362751.0
2014-11-19  31.950  31.24  2667094.0
2014-11-20  31.030  31.25   903625.0
2014-11-21  31.630  31.84   362809.0
2014-11-24  31.930  32.13   207047.0
2014-11-25  32.010  32.37   165081.0
2014-11-26  32.500  32.47   136930.0
2014-11-28  32.630  32.23   162157.0
2014-12-01  32.250  31.77   146728.0
2014-12-02  31.850  32.50   287527.0
2014-12-03  32.680  33.55   235339.0
2014-12-04  33.410  33.52   259245.0
2014-12-05  33.540  34.04   440710.0
2014-12-08  34.060  34.82   255352.0
2014-12-09  34.550  34.58   243992.0
2014-12-10  34.350  34.20   239667.0
2014-12-11  34.520  33.95   117160.0
2014-12-12  33.680  33.02   105470.0
2014-12-15  33.280  32.87   128230.0
2014-12-16  32.860  32.77    78750.0
2014-12-17  32.940  33.42   121239.0
2014-12-18  33.710  34.35   122979.0
2014-12-19  34.390  34.36   233561.0
2014-12-22  34.300  34.49    64619.0
2014-12-23  34.720  35.17    56081.0
2014-12-24  35.190  35.26   111614.0
2014-12-26  35.430  35.04    40787.0
2014-12-29  35.150  34.12    93206.0
2014-12-30  34.150  34.42    40963.0
2014-12-31  34.460  34.93    68089.0
2015-01-02  35.000  35.28    60754.0
2015-01-05  35.130  34.31   110035.0
2015-01-06  34.350  33.47   140516.0
2015-01-07  33.560  33.56    78347.0
2015-01-08  33.680  33.21   217114.0
2015-01-09  33.350  33.49   197096.0
2015-01-12  33.350  33.64   170763.0
2015-01-13  33.640  33.15   182130.0
2015-01-14  32.720  32.61   119772.0
2015-01-15  32.570  31.96   133368.0
2015-01-16  31.730  31.50    86742.0
2015-01-20  31.440  31.55   123357.0
2015-01-21  31.490  31.00    68306.0
2015-01-22  31.160  32.02    91573.0
2015-01-23  32.060  33.13   149925.0
2015-01-26  32.990  33.22    62087.0
2015-01-27  32.930  33.19   112677.0
2015-01-28  33.220  32.91   119946.0
2015-01-29  32.790  32.61    76330.0
2015-01-30  32.220  31.00   102673.0
2015-02-02  30.420  30.38   179937.0
2015-02-03  30.330  30.89   242560.0
